id,status,speaker,podcast,text
b0879076-17b3-4e6b-a7d7-575ed66f1cae,pending,Rajeev Goel,Marketecture,AI will upend and collapse the industry's value chain and bring advertisers and publishers much closer together. We will move away from needing multiple paths in that value chain to potentially only one.
d46ede46-7b92-4894-b620-30426fd16f73,pending,Rajeev Goel,Marketecture,"This is much more than a technological shift; it's going to be a value chain, a massive shift."
8283aa5d-63b5-4359-ae6b-5b4173afe983,pending,Rajeev Goel,Marketecture,"Open web is becoming the logged in web and AI is going to collapse the value chain, creating efficiency and effectiveness where the cost of advertising comes down and effectiveness goes up."
add44a0a-2cc4-4dc2-933c-dccccfde597a,pending,Rajeev Goel,Marketecture,AI is enabling a trading paradigm on the open internet similar to walled gardens by creating a single layer of tech connecting buyers and media.
820fd9e1-330f-4dba-9ab4-dae4f1d5230e,pending,Rajeev Goel,Marketecture,We will move away from needing multiple paths in that value chain; you might need only one path.
38e3fe28-d346-4fd0-ac17-ff1269448f36,pending,Rajeev Goel,Marketecture,"This is much more than a technological shift. It's going to be a value chain, a massive shift, and I think we can make advertising a lot more effective."
94144c52-a3fa-403b-8953-bb382ae258a9,pending,Rajeev Goel,Marketecture,AI could really change this right where we use AI agents to elicit input from publishers. The AI agent for the planner can make a bunch of decisions as to which campaign or pieces they want on the campaign.
1846c3d7-89f9-46fa-a5d5-f42c81296bd5,pending,Rajeev Goel,Marketecture,The fastest realization of AI investment to revenue is actually the advertising industry. Advertising is the built-in machine best positioned to take advantage of all the benefits of AI.
6b646fad-35e2-4895-acac-f7b16df270c0,pending,Rajeev Goel,Marketecture,AI will upend and collapse the industry's value chain and bring advertisers and publishers much closer together.
5d121537-53ef-4b6c-91b6-79436d353477,pending,Rajeev Goel,Marketecture,"We can create a lot more efficiency in the advertising supply chain, and I think we can make advertising a lot more effective and probably actually compete ultimately with walled gardens on performance."
e8cda16e-5735-4216-a3c4-c5580b83d7e4,pending,Gareth,The Aperiam Podcast,We are kind of like the canvas that measurement is painted on.
68682acc-b28d-48d2-abe2-ce31571d5bf2,pending,Gareth,The Aperiam Podcast,"The quest that you're on is an important one, right? Because I do think it kind of lifts us out of the current zero-sum."
2fc6b8ee-eaf6-4d61-8e04-7ff8474d6ede,pending,Gamera,The Aperiam Podcast,"We want to live in a world where by having these really powerful signals for buyers to consume, even if cost goes up two or three X, conversion rates go up five or six X because they're buying inventory that works better and better."
4200b600-34ed-4180-b3fe-ff401b0432c1,approved,Gareth Glaser,The Aperiam Podcast,"There was this tendency for the buy side to just kind of shout at the sell side, like do better. And whenever that's the case, it means that some people will do the best that they can, some people have no resources, and some people don't understand what 'do better' means."
1d9cef0e-8496-468b-9aa0-23ad65afd694,pending,Gareth Glaser,The Aperiam Podcast,"The way that we describe inventory has been so fragmented for so long that people don't even think about it. It's one of those things that's hidden in plain sight, because the way that we do it is simply the way that we've always done it."
ff43b177-775c-4525-8d16-58cba576d0da,pending,Gareth,The Aperiam Podcast,Publishers have undervalued inventory all over their websites because it's being sold in a bundle with an average today.
6a0ea037-0292-43aa-90c7-0e9996ccc548,pending,Gamera,The Aperiam Podcast,"This is a world where the post-click universe can start to enter the open web, which it really hasn't today. We're funneling dollars out of Facebook and we really want this to be a new channel."
6574ee2a-b012-4739-ac8b-01fe4a29aa93,pending,Gareth Glaser,The Aperiam Podcast,"I'm a little religious about this: in an environment with better information, everybody makes more money. I think this is a fundamental truth that people overlook."
61bd872f-4efc-4504-a669-154d74064f4e,pending,Adam Epstein,Open Market,"With agentic AI, the technology is no longer the test. The test is actually the change management required within an organization to implement this at scale in a profitable way."
81487d07-ebc3-4a75-853a-cad0130eb6b5,pending,Adam Epstein,Open Market,"A new vertical AI agent deployed into an enterprise needs to have an owner who is singularly responsible for its success, just like a new team member."
a975326e-d21a-447d-af9b-ccd490109ed4,pending,Adam Epstein,Open Market,We're not trying to raise the floor for junior media buyers; we want to raise the ceiling for the most sophisticated advertisers by customizing AI at an infinite scale.
6ad5b016-09be-4549-af60-d5ea71f55f91,pending,Adam Epstein,Open Market,The power of vertical AI is that it's not just the tech budget. It's now the labor budget that you ostensibly will be able to dip into.
b0c1f0d5-ab52-4867-8298-a9684e4341ad,pending,Adam Epstein,Open Market,"We live in an AI-first world, and all new technology vendors need to be vetted with an AI-first landscape against it."
5fafb9bb-31d0-4748-9ccd-348352ebab0b,pending,Adam Epstein,Open Market,The number one feature request of every series A plus enterprise startup is custom chart packs and objects for building your own dashboards. That's over. It's now going to be custom data visualizations and custom dashboarding in natural language.
45a844c9-38c5-434c-904d-b76aab6f7866,pending,Adam Epstein,Open Market,The job of middle management and functional leadership over the next decade is going to be sourcing AI agent vendors and deploying them across your enterprise.
9343f142-f60a-46a0-b3e5-d1dec1b7f261,pending,Adam Epstein,Open Market,"Rather than hiring eight, why don't you hire four, allocate that budget to an AI agent, and see to what extent this AI agent can make your team infinitely more productive."
44722856-e6c4-4456-b0f0-94a8312e77b9,pending,Adam Epstein,Open Market,The test is actually the change management required within an organization to implement this at scale in a profitable way for them. And change management takes time.
c667f615-604d-4fdd-b167-024b7e23e1ff,pending,Adam Epstein,Open Market,"The mission of what we do is can we positively change the way in which people work? If you can begin to assign AI these low-level tasks, the team is able to perform at a much higher level on the things that they want to actually do."
bb39bb8e-9d87-44ab-bd81-e1200500c712,pending,Adam Epstein,Open Market,"If I can come to you and say, I'm going to make your existing team members infinitely more productive, and instead of hiring those three net new people that you budgeted for, hire Gigi and save money, everyone wins."
cd7bed67-159c-42f3-9000-1ec62a99b742,pending,Adam Epstein,Open Market,"The power of vertical AI is that it's not just the tech budget, it's now the labor budget that you ostensibly will be able to dip into."
4a1b8cdf-f084-4ff4-b446-fef633a7de63,pending,Adam Epstein,Open Market,This is the dumbest and slowest that Gigi is ever going to be. Every new advancement in these models unlocks a step change in functionality that the AI agent can do.
e48ce8b8-1d84-4af3-9c91-269bd7f98983,pending,Adam Epstein,Open Market,We're now not constrained by technology. We're constrained by existing org charts.
d00b3057-c39a-485b-945e-1b14ea2e10aa,pending,Adam Epstein,Open Market,We assume that everyone is going to be bad at prompting and it's our problem if they're bad at prompting.
d69508d3-29e5-4df4-9ee9-119328102fc4,pending,Adam Epstein,Open Market,We don't want to raise the floor for the junior media buyer that's new to the Amazon DSP. We want to raise the ceiling on the most sophisticated advertisers.
d75127a0-4689-4f65-ae26-a4a6a03fb562,pending,Nathan Thomas,AdTechGod Pod,Why let other people curate your inventory? You as a publisher should be curating your inventory. You need to control that.
ca828582-851f-4521-8867-709eb0e77624,pending,Nathan Thomas,AdTechGod Pod,"Power flows down the dollar line, if you will, right? And I don't know, that's just gotten exponentially harder, I'd say."
b5a19b23-c106-4061-99ec-07f4a768cb80,pending,Nathan Thomas,AdTechGod Pod,"I'm trying to forecast, not that I'm an expert, but I do have God in my last name. I've tried to like forecast what I think is going to happen. But really, I'm just guessing."
4a201fd7-2125-43bc-9ab8-107f0df30afb,pending,Nathan Thomas,AdTechGod Pod,"Data targeting, data driven targeting and measurement is never going to go away as a need, a want, and an ask. To really properly solve that in a closed loop from the supply to the demand side with attribution on everything in between is key."
a133b197-ea54-4cb4-a51c-67dd8c99cb69,pending,Nathan Thomas,AdTechGod Pod,The industry was a little bit maybe derailed or taken hostage by the whole Google cookie apocalypse thing.
a3599307-741f-4fe7-9b2c-75978168533e,pending,Nathan Thomas,AdTechGod Pod,"Gaming should already have a way higher market share than it does based on time consumption and media consumption versus CTV, TV, movies, anything."
0235f159-c3e6-4175-bba3-fdc4e50a888e,pending,Nathan Thomas,AdTechGod Pod,"The industry got so complex that I mean, think about anything from consent management and data collection and privacy laws and SSPs and DSPs and whatever it is like is so complex."
c44676ef-f99f-4923-b9d6-91b1c2cf3200,pending,Nathan Thomas,AdTechGod Pod,"We spend thousands upon thousands of dollars on ads, but when it comes to building audiences for paid campaigns, we still put all our faith into native targeting."
ac80a12e-7500-436e-8949-38c36d542e70,pending,Patrick O'Shea,The AI Edge Podcast,There's sort of maybe a plasma TV model here. Start off and you'll just kind of carve off elements of the market that'll work.
da2f6552-c2ba-4ce5-aa6f-19e0d161d533,pending,Patrick O'Shea,The AI Edge Podcast,It's almost like these agentic systems talking to each other. That's just going to become the new API endpoint. It's like just table stakes.
c1b0c96d-cefc-4e5d-9dae-1a3e02bc9e1e,pending,Miles,The AI Edge Podcast,Earbuds strike me as a way better idea than a pin because everybody's already walking around with earbuds in their ear all day. You're using a form factor that everybody has already adopted.
ccba5669-07ec-482e-9890-a91104b79cd6,pending,Kevin O'Malley,The AI Edge Podcast,"B2B marketers were way earlier to the whole idea of personalization and customer intelligence than B2C because the data set was smaller, allowing for more precise and meaningful insights."
4382fb53-bd55-442d-9e7f-8eaf85072780,pending,Patrick O'Shea,The AI Edge Podcast,It's going to open the floodgates of just like AI and ads and AI. It's also going to maybe create a bunch of new walled gardens.
839e8381-d6a9-46ad-90ab-baed5a187307,pending,Patrick O'Shea,The AI Edge Podcast,"When this is done right, it shouldn't feel like anything's being done at all. The end result shouldn't really look like an ad per se that you click on."
5390ace7-7c9b-475b-8ae1-5391c07c3009,pending,Miles Younger,The AI Edge Podcast,"It is the new search, right? Search is becoming AI. So like it is going to work. So I don't think like we should waste time and energy talking about whether it will work."
90f23235-adf4-4b2f-8952-d608f2a16fba,pending,Miles Younger,The AI Edge Podcast,"With chat, you're having conversations about very different types of things that, you know, like they all relate back to you as a human."
d9e4ae16-ce51-4c6f-af08-ab565fca8495,pending,Mike McNeeley,Adtech Adtalk,Does brand actually exist? Does brand association exist as a thing? I'm not certain. I've always wanted someone to prove this to me.
81bf5b7d-102e-4f6d-ae53-80c35f49eb7c,pending,Gareth,Adtech Adtalk,"The discrepancies that exist legitimately are what open the door for the illegitimate behavior. When the expectation is that, okay, some percentage of the time this field is going to be wrong, that is enough for a bad actor to go, oh, okay, great."
1faf8d27-bf02-49d4-86fe-1cea6ff86c07,pending,Adam,Adtech Adtalk,The buyer view of this is this is the SSP's responsibility. The SSP is the seller. They're who my money goes to. How could the seller say they are not responsible for my money going to a fraudster?
0505f019-1dbc-464d-b28a-82642d8405c7,pending,Mike McNeeley,Adtech Adtalk,"As a rule of thumb in ad tech, we need to move away from fields that anyone can just make up. I don't think we're going to have a mature market when people can self-declare fields."
65741592-5dc7-4b0d-8684-12e5f86b9157,pending,Mike McNeeley,Adtech Adtalk,"If you build things generically, you can handle multiple use cases. You hit a hundred birds with one stone instead of hitting one or two birds with one stone."
545b34cd-37ad-424c-b2f1-c009f89cf3e6,pending,Mike McNeeley,Adtech Adtalk,It's better to have no referee than a corrupt or faulty referee or self-serving referee.
60dac139-faa1-4f2c-98ea-65771445c668,pending,Mighty Blackbird,Adtech Adtalk,The entire premise that brand safety needs to be applied to news is complete bullshit.
2a4b9fe8-c5fa-4d5b-b0e1-2174a156e3c0,pending,Gareth,Adtech Adtalk,"If you lied about the stock you're selling, you could go to jail. But in ad tech, there's a gradation between probabilistic and deterministic, and we haven't been good about labeling the fields."
5deee8e6-8edf-4dde-82fc-5e35eb371a70,pending,Gareth,Adtech Adtalk,"The discrepancies that exist legitimately are what open the door for the illegitimate behavior. When the expectation is that some percentage of the time this field is going to be wrong, that is enough for a bad actor to take advantage."
191c988d-1af9-4f4a-9066-ab2c36c5d6ff,pending,Mike McNeeley,Adtech Adtalk,"The hard reality is that ad tech is just hard. I know this is the ad tech talk show, but like there should be a spinoff of like ad tech is hard show and it's probably related to Gareth's like hating ad tech."
e1ddb636-d70a-47e7-b439-b501d920e1ac,pending,Adam,Adtech Adtalk,The single most damaging for our industry might be brand safety vendors who are doing a bad job. More buyer trust might be destroyed by them than anything else.
c9ca95c3-9b5f-4ec4-ab5d-94603206b520,pending,Adam,Adtech Adtalk,"As a rule of thumb in ad tech, we need to move away from fields that anyone can just make up. I don't think we're going to have a mature market when people can self-declare fields."
d8aed045-7edf-44b5-bb6e-3abbfb6c8fcf,pending,Gareth,Adtech Adtalk,"The best way to use LLMs is as an enhancer, not a source. The perspective of LLMs tends to still be a little teeny, a little robotic."
671e7a87-01af-4284-a300-fa2a0318eea6,pending,Mike McNeeley,Adtech Adtalk,It's better to have no referee than a corrupt or faulty referee or self-serving referee. We've seen that in ad tech.
2c1777a0-4931-41ca-a0d4-91ad7c78d9f8,pending,Gareth,Adtech Adtalk,The entire premise that brand safety needs to be applied to news is complete bullshit.
2679cde9-7e8f-4a0c-a680-ef107622794f,pending,Mike McNeeley,Adtech Adtalk,"If you lied about the stock you're selling, you could go to jail. But in ad tech, there's a gradation between probabilistic and deterministic, and we haven't been good about labeling the fields."
8677cb71-6984-4e02-a647-a16c8411739e,pending,Paul Knegten,Marketecture,The one industry that is absolutely ripe for AI disruption is venture capital. There's just no reason to have human beings involved in that.
0da6b3bd-40c7-401f-aa99-d9338865b8cc,pending,Paul Knegten,Marketecture,"AI is getting easier and easier as a CEO to be an influencer without actually doing anything, and not without having an opinion."
4f16cb86-462b-4118-ac4e-b61091c18582,pending,Paul Knegten,Marketecture,B2B marketing is a contact sport. Picture Roger Sterling in your head. Have drinks with them. Hang out with them. They'll want to buy from you.
6f23e34b-033e-453d-94a7-7dbbb2b9fb2a,pending,Paul Knegten,Marketecture,"If you're not doing something with AI, it's hard to get any of the oxygen. It's very difficult to understand who is real, who's full of shit."
04dd2621-bd00-460a-a423-8d042a1d100e,pending,Paul Knegten,Marketecture,"It seems like there's an apocalyptic event, and that's a good thing for innovation. The way ads are going to be transacted, the way publishers exist in the world, the way that advertising will work online is fundamentally changing."
1260c58b-f6b6-4f64-8b39-1a06f1dfbe70,pending,Paul Knegten,Marketecture,Do you have a marketing problem or do you have a real problem? Sometimes companies think they need more marketing when in fact they have a product market fit problem or their market is too small.
03e7f267-5a04-4043-9f2b-ebf9c31f19b2,pending,Paul Knegten,Marketecture,"The product is not just the product. The product is every single touchpoint, which includes a well-known, well-liked, famous founder, and it becomes part of the experience."
08e65bc7-d555-4b23-bec0-605102de93a2,pending,Paul Knegten,Marketecture,Transparency is the most important thing that buyers care about. They don't seem to really care about transparency that much. Who cares if it's not transparent if the ROAS works?
3ab79b40-f0c3-43d8-a5df-7d3f6dd37fcb,pending,Paul Knegten,Marketecture,Do you have a marketing problem or do you have a real problem? Sometimes companies think they need more marketing when the issue is actually product-market fit or a structural problem with their customer base.
0c4d99f4-3644-4525-bb96-e18bc59514a1,pending,Paul Knegten,Marketecture,"Your product is not just the product. The product is every single touchpoint, which includes a well-known, well-liked, famous founder, and it becomes part of the experience."
42929d27-37d1-4239-99f4-05bda230be9e,pending,Paul Knegten,Marketecture,"There's a shadow part of the programmatic ecosystem that's sort of just like ad networks, and they are quietly killing it. Buyers want to deploy money. They want it to work. They want to have a report that can show their boss, hey, look, this worked."
7df36946-bfc0-4163-a7fd-34c35dd960e0,pending,Paul Knegten,Marketecture,"It seems like there's an apocalyptic event, and that's a good thing for innovation. The way ads are going to be transacted, the way publishers exist in the world, the way that advertising will work online is fundamentally changing."
c1ad3695-6bb0-4f1d-87c7-0ed45a38b284,pending,Paul Knegten,Marketecture,"Every time a single NFL broadcast moves from what you'd call a traditional broadcaster to a walled garden, a whole bunch of ad-tech people die."
64412d11-ca69-4c29-8e7b-7a2b3474be66,pending,Paul Knegten,Marketecture,"The one industry that is absolutely right for AI disruption is venture capital. There's just no reason to have human beings involved in that. You read the deck, you push out a term sheet. It's an AI capable function."
6c7363f4-fdda-4e28-afd6-f6396a2dde3b,pending,Paul Knegten,Marketecture,"B2B marketing is a contact sport. Have drinks with them. Hang out with them. They'll want to buy from you, but listen to what that story arc is on their end."
e5555226-495d-474f-8bf4-5c619b2f6d55,pending,Paul Knegten,Marketecture,"Transparency is the most important thing that buyers care about. They don't seem to really care about transparency that much. They do, all things being equal. It's worth something. But who cares if it's not transparent if the ROAS works?"
e3b0b124-1aca-4dfa-8c97-5ae8bd253097,pending,Akaash Ramakrishnan,The AI Edge Podcast,"Independent ad agencies, I would say they're more along the lines of innovation. So for them, survival or survivability lies in creation or with innovative ideas."
12bd06a2-28a8-41aa-a6c0-903051d6a5d4,pending,Akaash Ramakrishnan,The AI Edge Podcast,"The platform essentially is an enabler, it's not a replacer. It's fundamentally what I always tell different brands, different marketers."
7d3159a9-7718-4295-b740-2df14263c06f,pending,Shiv,The AI Edge Podcast,"The fact that Apple is picking one of its biggest rivals to be the AI in Siri, as opposed to going with the independent AI company, OpenAI, is a huge deal."
8b16e69e-463f-48df-acf1-c8200174d8f9,pending,Akaash Ramakrishnan,The AI Edge Podcast,"The creative metadata or content metadata is not just your ads. It's any aspect of what you're selling, whether it's your own product photography or videos or descriptions, it's creators talking about it on TikTok."
36eb8754-2409-4ac9-9e3a-465bb1d580d1,pending,Miles,The AI Edge Podcast,"The empathy that you're building for the person who's consuming the ad is just growing and growing, where this person is like, 'Oh man, this ad was for me.'"
59806138-2839-45c7-885d-2a53f94b54b6,pending,Akaash Ramakrishnan,The AI Edge Podcast,We're coming down to a point at which models like visual cues are becoming a driving force. Machine readable ads are going to become extremely important for an AI agent.
b872de6f-d1fe-4ce0-81d1-fda8ed49fd54,pending,Myles,The AI Edge Podcast,"It felt like pre-LLM, if any company was going to nail it with making computers helpful in your life, it was going to be Apple. Fast forward to 2026, and they're outsourcing Google's model."
1335d5a3-2a11-48d8-bb05-5925542610df,pending,Akash,The AI Edge Podcast,"We are moving from a realm of visual emotionalism to metadata integrity. If your creative is not machine readable, you're in for trouble."
df7ed6ac-b082-49da-99b3-85b112b21a7e,pending,Unknown,The Aperiam Podcast,"As we move closer to these sort of black box AI agent generative transactions, it goes back to our everything's an ad network podcast because everything starts to look more and more like an ad network."
74cc4577-d74e-434f-a537-32177e49883c,pending,Unknown,The Aperiam Podcast,"Does creative belong to AI or is AI's job in creative simply iteration, personalization, proliferation?"
e4e467d1-29a6-46b8-a411-829692693496,pending,Joe,The Aperiam Podcast,"Can you all get into a room together and go figure out how to integrate such that when you talk to us, we understand how all these things work together and we're sort of getting a best of."
d51766c0-61a6-4b51-bac0-922e50c4f70d,pending,Joe,The Aperiam Podcast,"This one felt very much like a combination of fear and greed and hey, we're either feeling optimistic about it or we're feigning optimism while harboring some sense of scared."
25527b8a-599b-404a-962e-5e0244c700e6,pending,Unknown,The Aperiam Podcast,"Next year, it'll be a hologram conference. No one's there. Everyone's holograms."
c3ade2d6-c4ae-4fa9-ba62-9ad4d4da5af6,pending,Unknown Speaker,The Aperiam Podcast,The one thing I objected to the most viscerally was the Amy robot from TCL that's supposed to teach my child that it can have the assumption of a right to agentic care from its beginning of life.
5e997b04-caf9-472c-bbd4-df1edbf2607d,pending,Unknown,The Aperiam Podcast,"The holding companies used to really differentiate in just massive ad buying. That's going to get really broken down. So your differentiation is going to have to actually be value driven, not just pure economic."
92f6cb00-520a-4e31-9067-6d8a2f172102,pending,Erica,The Aperiam Podcast,"This is a new generation for the agency and Holdco, right? As system architects or system orchestration layers that work across all these best in class tools that now exist, but will be morphing and migrating."
6119122c-bf34-4d2b-b912-4e937fb8db2c,pending,Mike Ditter,The AI Edge Podcast,"If you're someone who's saying like, 'I don't know how to do that,' change your default browser to ChatGPT. Make it a habit."
2001bdd2-d9d3-4c72-a93c-5a11ae518186,pending,Mike Ditter,The AI Edge Podcast,Guess how much dinosaur pee is in this water bottle? One percent of this water has been peed out by a dinosaur.
c5f8da4f-96fe-4ac8-a5a9-d2e551e4528b,pending,Mike Ditter,The AI Edge Podcast,We are all going to rise up and be able to architect this future if we collectively build capability in one another.
e8d3bd1a-a151-4637-946a-a69acb08e586,pending,Mike Ditter,The AI Edge Podcast,"In a world where a bunch of people are creating with AI, the things that are going to cut through are those things done with style and agency. Style being the uniquely human creative element."
c3a3e403-362c-4101-9cf9-e71643d80e61,pending,Mike Ditter,The AI Edge Podcast,"The gap between imagination and implementation has completely collapsed. It's not a tool bottleneck, it is a capability bottleneck."
a336ae02-743c-4bcf-b503-8301fd44b890,pending,Mike Ditter,The AI Edge Podcast,"If I came and I said, I'd really like a job with you, but I don't use email, what would you say to me? You're not getting the job, Mike. These generative AI tools... that's going to be the tool set we use in the business context."
a5c85270-0d8f-4625-a924-7bd6e87ec6e0,pending,David Cohen,AdTechGod Pod,"Our job, certainly at IAB and personally, is to leave the industry better than we found it. We all have a responsibility to do that."
0dcaa559-2fbe-415e-957d-62fa40d70d05,pending,David Cohen,AdTechGod Pod,"There have been tons of studies showing absolutely no correlation between click-through rate and actual business outcomes. Yet, I still see clicks as a measure of success for marketers."
fa7069dc-5b7e-4bf6-9faf-137a4c8224f3,pending,David Cohen,AdTechGod Pod,"When AI becomes the interface for discovery and commerce, there's lots of folks that have challenges around that... it's a real challenge."
f05b40e5-76a7-4961-b640-8f348c055790,pending,David Cohen,AdTechGod Pod,I think it's fair to say that code moves faster than standards. We need lots and lots of good tests and experiments to figure out what exactly works and doesn't work.
6bc0367a-3c5c-404f-96f5-77135d027c59,pending,David Cohen,AdTechGod Pod,The fictitious belief that cheaper is better and that efficiency is the business goal has been a gradual erosion of value creation. I wish we would change the value equation from efficiency to effectiveness.
99c2632a-16c5-4bdd-adc9-973e6fd08355,pending,David Cohen,AdTechGod Pod,The basic mechanics of how we built the commercial internet over the past three decades have been called into question... all that stuff is kind of falling apart right before our eyes.
ae133369-b086-4a96-89a2-669f5739d664,pending,Unknown Speaker,Adtech Adtalk,"The day of the micro agency has arrived. One person armed with an army of agents can now go to a brand and say, 'I can run marketing for you with a small team and crush it.'"
d0c561f4-e60d-4abf-b4c5-3082d5e8d349,pending,Unknown,Adtech Adtalk,"The value of AI is going to have to be realized by businesses, not you prompting yourself to a giant database. It's not just replacing what we're doing; you could actually have a new kind of business around this."
e279bc23-12ad-44a3-8061-1c04c14d2004,pending,Unknown,Adtech Adtalk,"AI is a tool. When new tools are introduced, there are inevitably people who say, well, that's not the thing that it was before. It's a tool."
f8397ca5-75dd-4244-9dae-d39e70771cf6,pending,Edwin Chen,Adtech Adtalk,All the big models have to go to him because their scrape data isn't high enough quality. He's providing higher quality signal than anyone else and that's how he bootstrapped to a billion dollars.
4851c4d5-f1ef-4d8e-adeb-b293b6643dd5,pending,Gareth Glaser,Adtech Adtalk,"The market is actually pretty bad at valuing impressions. Because of that, prices just don't really move because they're not going to. If the market's not efficient, it's not going to attract inflation."
96d89882-8beb-42fe-baec-f0523ab71470,pending,Adam Heimlich,Adtech Adtalk,"There's no case where there's a Facebook bid request that's trying to fool the Facebook bidder. It's a huge advantage they have over us, right? That their transactions all have all the data available to the bidder."
6252cbda-be07-4731-99be-e997210fb608,pending,Unknown,Adtech Adtalk,"In art, to portray the idea of something is not to recreate it. You have to recreate the image how it exists in our minds, not as it exists in manifestation."
3b96c300-13e6-4ca8-9dc7-8bfcc5149a48,pending,Gareth Glaser,Adtech Adtalk,There's no inflation in ad tech. I guess everyone was basically robbing everyone from the very start. We've reached the threshold of how high it could possibly go and the only way it could go is down.
b32e9eec-8c17-46ac-9d90-dea5cc237604,pending,Erez Levin,Marketecture,The buy side technology companies like the Trade Desk and Yahoo DSP are pretty quiet on this subject because this model goes directly against how they make money.
5c14096f-60a3-4ece-af22-9c8578e428f8,pending,Erez Levin,Marketecture,Quality publishers have unique content that people want to go and read. They don't want just the summary that AI overviews will give them. They want to go read a long form article.
d9033536-ba27-45ce-8189-14b0f0a2a460,pending,Unnamed Host,Marketecture,The nightmare scenario that after the monopoly ruling didn't have any sort of teeth and let Google just basically try to replicate the same dynamics in the AI era.
d5e7bd6b-a432-4c3b-9ac6-acc95ad71348,pending,Erez Levin,Marketecture,"Website shopping might end up being a thing of the past or perhaps, you know, a lower percentage of how commerce gets done today versus people just staying within AI environments and having everything done there."
5873282a-5d6f-4bce-8f96-0cb63615c573,pending,Erez Levin,Marketecture,"The root cause is the fact that marketers don't generally care about quality. And so lots of lower quality stuff is what gets packaged up and sold, especially in this open auction world."
2ad141ee-0556-49b0-bb40-ea62d82952cb,pending,Erez Levin,Marketecture,Quality absolutely is only defined via outcomes. The issue I have with outcomes is they are almost inherently looking at a single point of time.
c7f707fc-f2f4-4d9c-9be4-c4e344d4e53c,pending,Erez Levin,Marketecture,The better question than why do I care about quality is why doesn't everyone care about quality?
e3a138c2-c29b-42bb-baab-cc3d4119fb16,pending,Brian O'Kelley,Marketecture,"Agentic AI is like portfolio allocation in finance, while RTB is for the quants and day traders. There's a much larger market opportunity with agentic AI."
3d130327-f23f-43db-a231-97044ed655f4,pending,Erez Levin,Marketecture,"Unless you have this dual time horizon baked in, where you're optimizing for both short-term outcomes and long-term quality, I'm really not optimistic about AI-driven media plans."
e317a9ec-bbe5-4673-9836-5e1f37964907,pending,Erez Levin,Marketecture,"The root cause is the fact that marketers don't generally care about quality. And so lots of lower quality stuff is what gets packaged up and sold, especially in this open auction world."
8b166d5f-b0b0-424b-8d34-06d0ef9217c5,pending,Erez Levin,Marketecture,"The problem just kept getting worse...lower quality media capturing more share, satisfying some vanity metrics."
265fcddb-edb1-4761-90b2-fb735a23b231,pending,Erez Levin,Marketecture,The better question than why do I care about quality is why doesn't everyone care about quality?
39905b29-ee53-40c6-acb6-970b76fe26ee,pending,Brian O'Kelley,Marketecture,Agentic AI is to portfolio allocation what RTB is to the quants and day traders. It's about expanding the set of investments to optimize for outcomes or quality.
3e3202fa-124a-4c56-8e62-70f17a140c00,pending,Erez Levin,Marketecture,The nightmare scenario that after the Monopoly ruling didn't have any sort of teeth and let Google just basically try to replicate the same dynamics in the AI era.
3e6f8665-ec7f-430f-b6a2-2e0c59449970,pending,Erez Levin,Marketecture,"In the AI era, only things that are truly unique and valuable will hold attention. If you just have a turkey chili recipe, no one is going to stay and watch an ad or pay you for that."
4d322acb-1905-4cd1-bb41-0f3f91cf75f5,pending,Erez Levin,Marketecture,Not all impressions are created equal...quality is really defined through the lens of effectiveness over most of the time the short and the long term.
3d4b6756-6075-488d-a1d3-c98ea6318388,pending,Jason,Open Market,"Founder market fit is a big takeaway and some of the investments that I think you will see from us over the course of the coming months, probably going to look like this."
8de694ff-e694-4ec2-9a63-2e1eace71aad,pending,Eric Franchi,Open Market,"Silicon Valley Scientific is special because it was acquired by a consumer-facing Silicon Valley company, a highly strategic exit. Everybody was very pleased with the outcome."
6875c06d-7c1b-4434-8fbe-cde98032b1aa,pending,Jason,Open Market,"If the digital rails are here, and we can figure out how to make this as measurable and easy to buy as search and social, this market is going to be way bigger than anybody gives it credit for."
fc341fcd-12ec-425d-8037-013f387c792c,pending,Joe Zappa,Open Market,"Most companies aren't answering the questions of how they're different, why it matters, and what's wrong with the status quo. That's why they can't gain attention."
5d2458fc-95c2-4c92-86bd-ebd21f90d29e,pending,Eric Sufert,Open Market,"Everything is an ad network. Advertising is such a great high margin, profitable business for companies with a scaled consumer offering, a large amount of customers, and incredible data."
e55f4d25-f5e8-4bda-ba62-4b84d9c67f65,pending,Joe Zappa,Open Market,"We're living in an era of unaccountable advertising. Tech has advanced, but TV advertising has not advanced along with it. That is why TV advertising's lunch has been eaten by search and social for over a decade."
122cf11e-8cae-4a44-bd96-5255368f9e9d,pending,Eric Franchi,Open Market,"CTV was going to be a big market, but everyone just assumed there would be this ipso facto wall of brand marketing dollars coming from linear television to CTV. And to a degree that is happening because linear is going..."
10f3e8ec-ae04-43fc-a273-4c0d21ee4ea1,pending,Unknown,Open Market,"Everything is an ad network. And, you know, to me, the real opportunity, you know, in this everything is an is an ad network era, which I believe we are in is advertising is such a great high margin, profitable business."
eb7c2d63-6a30-49ff-bc24-e578492bbd9c,pending,Unknown,Open Market,"Everybody thought that the market would be 80 billion or 70, 80 billion, right? The linear TV market was or is, you know, even though it's in decline, Jason's view and I have the original decks, it's like, no, the market opportunity is 250 billion."
